,Data_Split,FL,Non-IID,y_Dist,Epochs,Batches,Participant,ROC_AUC_Train,ROC_AUC_Test,ROC_AUC_OOS,LOGLOSS_Train,LOGLOSS_Test,LOGLOSS_OOS,PRAUC_Train,PRAUC_Test,PRAUC_OOS,BRIER_Train,BRIER_Test,BRIER_OOS
0,8-2-1,0,0,7.83% - 7.85% - 7.90%,-,-,1,0.7710674521529071,0.7462566866065046,0.7489114347358741,0.24634471324753573,0.25520654289675726,0.25042569342144666,0.2708275476520583,0.24270201755408413,0.2302191515997102,0.0668448127826026,0.06943479880902662,0.067724865392023
1,8-2-1,0,0,7.83% - 7.85% - 7.90%,-,-,2,0.8209029449980927,0.7579711880549883,0.7455183485313575,0.23850812224774684,0.24519918969265247,0.24896374190077955,0.3493923001084717,0.245448701761394,0.2186504077440426,0.06584475104470502,0.06651862825313329,0.06752412506347077
2,8-2-1,0,0,7.83% - 7.85% - 7.90%,-,-,3,0.8379567543695835,0.7465423878260964,0.7418301223338829,0.23879081374483477,0.2534364829175914,0.2500576451215604,0.3761817098981629,0.22684830350115565,0.21175212796084855,0.06624865882940274,0.0690293560059622,0.06772926334590645
3,8-2-1,1,0,7.83% - 7.85% - 7.90%,-,-,1,0.7587429160281032,0.7486823789524103,0.7488662672112,0.2473240014123043,0.25380637132993583,0.24949197206039259,0.2447704085903631,0.24347529589852068,0.22575718603225653,0.06708214074730633,0.06917783659577734,0.06759485190915367
4,8-2-1,1,0,7.83% - 7.85% - 7.90%,-,-,2,0.782878116382359,0.7592087156112043,0.7488662672112,0.2469986438630687,0.24626540798963775,0.24949197206039259,0.2767309850922054,0.24793496854794517,0.22575718603225653,0.06758091078357523,0.06671303629646864,0.06759485190915367
5,8-2-1,1,0,7.83% - 7.85% - 7.90%,-,-,3,0.7896283691217895,0.7532679979417142,0.7488662672112,0.2483283917846145,0.2527011928392037,0.24949197206039259,0.28211697999622315,0.2457965272738897,0.22575718603225653,0.06822406316011154,0.06884944300995478,0.06759485190915367
