Data_Split;FL;Non-IID;y_Dist;Epochs;Batches;Participant;ROC_AUC_Train;ROC_AUC_Test;ROC_AUC_OOS;LOGLOSS_Train;LOGLOSS_Test;LOGLOSS_OOS;PRAUC_Train;PRAUC_Test;PRAUC_OOS;BRIER_Train;BRIER_Test;BRIER_OOS;Model;Model_Type;TTG_ROCAUC;TTG_LOGLOSS;TTG_PRAUC;TTG_BRIER
8-2-1;1;0;7.83% - 7.85% - 7.90%;10;32;2;0,738391687;0,756518183;0,735148028;0,250778907;0,242256142;0,250204345;0,226623504;0,229282761;0,20136218;0,067869937;0,065862356;0,068174621;Model 2;Fed;0;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;10;32;3;0,744664786;0,735354813;0,734666541;0,251900189;0,254036038;0,250153983;0,217170004;0,230250645;0,200488364;0,069125509;0,068134963;0,068233118;Model 3;Fed;0,009309973;-0,00213585;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;10;16;1;0,719773842;0,713485718;0,706453931;0,259374779;0,267392714;0,263933726;0,204731625;0,200189327;0,182454267;0,06773818;0,070158159;0,069195;Model 1;Fed;0,006288124;-0,008017935;0,004542298;-0,00241998
8-2-1;1;0;7.83% - 7.85% - 7.90%;10;16;2;0,690037012;0,702515868;0,692893405;0,279974856;0,271966091;0,275950956;0,197085407;0,190048354;0,174179098;0,070442059;0,069090647;0,070690602;Model 2;Fed;0;0;0,007037053;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;10;16;3;0,703964883;0,681735861;0,69327432;0,274458364;0,281744501;0,274426507;0,192711728;0,193133465;0,174038431;0,071226033;0,071102242;0,070595017;Model 3;Fed;0,022229022;-0,007286137;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;5;1024;1;0,766912119;0,760472753;0,760333793;0,23762865;0,244225072;0,240113256;0,239288573;0,244514947;0,227336914;0,065318687;0,067108403;0,066034306;Model 1;Fed;0,006439365;-0,006596422;0;-0,001789716
8-2-1;1;0;7.83% - 7.85% - 7.90%;5;1024;2;0,760891677;0,777938512;0,758839449;0,24191868;0,233178087;0,240301469;0,242545809;0,252945173;0,227851684;0,066402153;0,064279889;0,066007905;Model 2;Fed;0;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;5;1024;3;0,765207551;0,764102977;0,758511333;0,243069777;0,241809471;0,240377085;0,242858918;0,250937668;0,227802415;0,06712541;0,066569517;0,066017081;Model 3;Fed;0,001104574;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;5;512;1;0,771398779;0,764594235;0,762588416;0,236256887;0,242901882;0,239142916;0,245106396;0,250691304;0,232551493;0,06503213;0,066819384;0,065760897;Model 1;Fed;0,006804544;-0,006644995;0;-0,001787254
8-2-1;1;0;7.83% - 7.85% - 7.90%;5;512;2;0,765317911;0,781436568;0,760981525;0,240564673;0,231709047;0,239468892;0,248290416;0,261665002;0,232016436;0,066141372;0,063864905;0,065788365;Model 2;Fed;0;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;5;512;3;0,769499844;0,77014735;0,760518713;0,24192966;0,240213492;0,23956759;0,246450299;0,257173452;0,231792981;0,066920576;0,066249922;0,065800978;Model 3;Fed;0;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;5;256;1;0,772971963;0,766500451;0,763098194;0,235745728;0,242255437;0,239337874;0,248441579;0,253102947;0,232679504;0,064924847;0,066749713;0,065887937;Model 1;Fed;0,006471512;-0,006509709;0;-0,001824866
8-2-1;1;0;7.83% - 7.85% - 7.90%;5;256;2;0,767169307;0,782069685;0,760976686;0,239943795;0,231244035;0,239980596;0,251556504;0,265106166;0,228413282;0,065992239;0,06370926;0,066014743;Model 2;Fed;0;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;5;256;3;0,770859097;0,769008994;0,761109365;0,241841476;0,240590706;0,239975371;0,245842035;0,254063067;0,228068495;0,0669709;0,066349216;0,066029871;Model 3;Fed;0,001850103;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;5;128;1;0,772082648;0,765348576;0,761562281;0,236412294;0,243320584;0,240451349;0,248308687;0,251082286;0,231073449;0,065069214;0,067012543;0,066209732;Model 1;Fed;0,006734071;-0,00690829;0;-0,001943329
8-2-1;1;0;7.83% - 7.85% - 7.90%;5;128;2;0,766098528;0,781195323;0,75977621;0,241061969;0,23197127;0,241280508;0,249654131;0,260511214;0,226144471;0,066279936;0,06402363;0,066383949;Model 2;Fed;0;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;5;128;3;0,769316466;0,76702441;0,760171643;0,242946497;0,242459135;0,241149308;0,243885921;0,245083525;0,226001454;0,067263584;0,066993457;0,066407343;Model 3;Fed;0,002292056;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;5;64;1;0,766443002;0,758855216;0,754881427;0,238686108;0,246091087;0,243013981;0,240413066;0,244089089;0,22298847;0,065417021;0,067350658;0,066544928;Model 1;Fed;0,007587787;-0,00740498;0;-0,001933637
8-2-1;1;0;7.83% - 7.85% - 7.90%;5;64;2;0,758394354;0,774457879;0,753292933;0,244306362;0,235033709;0,244171472;0,239695878;0,245425471;0,217621268;0,066762038;0,064717797;0,06681409;Model 2;Fed;0;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;5;64;3;0,761844587;0,761826769;0,752602701;0,245341879;0,244857025;0,244266978;0,238674829;0,235963572;0,216797413;0,067488302;0,06736475;0,066855743;Model 3;Fed;1,7818E-05;0;0,002711256;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;5;32;1;0,757486957;0,751611857;0,747596985;0,243517908;0,250301158;0,247285364;0,233461948;0,236254221;0,216784601;0,066564313;0,068547768;0,067671456;Model 1;Fed;0,0058751;-0,00678325;0;-0,001983455
8-2-1;1;0;7.83% - 7.85% - 7.90%;5;32;2;0,753865995;0,769908245;0,746599732;0,24737852;0,237963909;0,248129399;0,234840049;0,236279184;0,213840634;0,067705783;0,065773227;0,067824844;Model 2;Fed;0;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;5;32;3;0,756757482;0,7580576;0,746714481;0,248481367;0,247677331;0,247297753;0,236292912;0,227862815;0,213117021;0,068427783;0,068470425;0,067842339;Model 3;Fed;0;0;0,008430097;-4,2642E-05
8-2-1;1;0;7.83% - 7.85% - 7.90%;5;16;1;0,741063381;0,736184006;0,734227956;0,250777218;0,257700689;0,25292552;0,216756955;0,219129867;0,207420415;0,067488679;0,069509715;0,06801326;Model 1;Fed;0,004879375;-0,006923471;0;-0,002021036
8-2-1;1;0;7.83% - 7.85% - 7.90%;5;16;2;0,737964111;0,751464484;0,732962366;0,254410698;0,245054448;0,253666529;0,2191558;0,220540533;0,205238031;0,068712857;0,066817425;0,068205822;Model 2;Fed;0;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;5;16;3;0,744508275;0,74261945;0,73421046;0,255251556;0,253985233;0,252353184;0,224337439;0,214781987;0,20465232;0,06904584;0,06928948;0,068150439;Model 3;Fed;0,001888824;0;0,009555452;-0,00024364
8-2-1;1;0;7.83% - 7.85% - 7.90%;3;1024;1;0,760698672;0,754360124;0,756190448;0,239585517;0,246216129;0,241614053;0,231299535;0,236590456;0,221321364;0,065767596;0,0675322;0,066426503;Model 1;Fed;0,006338549;-0,006630612;0;-0,001764604
8-2-1;1;0;7.83% - 7.85% - 7.90%;3;1024;2;0,755799089;0,771293416;0,75464799;0,243726369;0,235119577;0,241781491;0,235034857;0,244904662;0,222600013;0,066823029;0,064716901;0,066379246;Model 2;Fed;0;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;3;1024;3;0,759135945;0,759025101;0,754256031;0,24506767;0,243419702;0,24190427;0,23619894;0,24304407;0,222409825;0,067561342;0,066969725;0,066403529;Model 3;Fed;0,000110844;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;3;512;1;0,76740838;0,761046235;0,760357556;0,237474208;0,244199656;0,239999473;0,239861252;0,243981624;0,227421197;0,065271373;0,067112018;0,066000115;Model 1;Fed;0,006362145;-0,006725449;0;-0,001840645
8-2-1;1;0;7.83% - 7.85% - 7.90%;3;512;2;0,761954897;0,778609243;0,75891052;0,241683254;0,232885697;0,240246632;0,243147755;0,254497597;0,227189182;0,066365463;0,064209038;0,065997519;Model 2;Fed;0;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;3;512;3;0,765234081;0,762422747;0,758402757;0,242825043;0,242209422;0,240347369;0,245762744;0,251513723;0,227333357;0,06698154;0,066596858;0,066009043;Model 3;Fed;0,002811333;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;3;256;1;0,769620005;0,762969775;0,761904947;0,237013012;0,24407245;0,239887035;0,24326036;0,246717133;0,229105843;0,065139093;0,067070321;0,065955206;Model 1;Fed;0,006650231;-0,007059438;0;-0,001931229
8-2-1;1;0;7.83% - 7.85% - 7.90%;3;256;2;0,762338756;0,782523382;0,759532907;0,241946699;0,231735615;0,240433192;0,244192109;0,264673224;0,228043269;0,066379136;0,063909835;0,066024791;Model 2;Fed;0;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;3;256;3;0,767752513;0,760411697;0,758967134;0,242360616;0,243326302;0,240551182;0,248797272;0,247525278;0,227507867;0,066866629;0,066803417;0,066043782;Model 3;Fed;0,007340815;-0,000965685;0,001271994;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;3;128;1;0,771049914;0,764234169;0,761608566;0,236529026;0,243441712;0,239936222;0,245810036;0,249784323;0,229960705;0,065064973;0,066942838;0,066045141;Model 1;Fed;0,006815745;-0,006912686;0;-0,001877865
8-2-1;1;0;7.83% - 7.85% - 7.90%;3;128;2;0,762279036;0,779447938;0,758127068;0,242443927;0,232141746;0,240988252;0,242759463;0,263780541;0,226289758;0,066532841;0,063934013;0,066236096;Model 2;Fed;0;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;3;128;3;0,767404199;0,762462948;0,757993023;0,242693116;0,242524855;0,241057876;0,246380653;0,252777537;0,225250082;0,067073344;0,066616598;0,066259281;Model 3;Fed;0,00494125;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;3;64;1;0,761358438;0,754197731;0,74683773;0,24015277;0,247645577;0,244896243;0,233869968;0,236147699;0,213124972;0,065692931;0,067721056;0,066782738;Model 1;Fed;0,007160707;-0,007492807;0;-0,002028125
8-2-1;1;0;7.83% - 7.85% - 7.90%;3;64;2;0,749566689;0,759235002;0,74088877;0,24723155;0,237840416;0,246743206;0,228427954;0,247344985;0,208343217;0,067261781;0,064861357;0,067074775;Model 2;Fed;0;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;3;64;3;0,75714556;0,746927311;0,741222129;0,24652088;0,247968104;0,246552403;0,232622814;0,239464627;0,207342225;0,067743437;0,0674188;0,067081263;Model 3;Fed;0,010218249;-0,001447224;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;3;32;1;0,746144125;0,740081535;0,731116144;0,246886887;0,25427109;0,252025691;0,212723779;0,216963479;0,193939515;0,066919969;0,0688593;0,067958546;Model 1;Fed;0,00606259;-0,007384203;0;-0,001939332
8-2-1;1;0;7.83% - 7.85% - 7.90%;3;32;2;0,734265518;0,739441738;0,725167618;0,254567237;0,247878583;0,257657702;0,209582077;0,209764506;0,183261173;0,068541637;0,066750078;0,06873748;Model 2;Fed;0;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;3;32;3;0,741312605;0,729109604;0,725481029;0,253502223;0,257063258;0,254361206;0,215280033;0,203256065;0,185404955;0,068903093;0,069273061;0,068428736;Model 3;Fed;0,012203002;-0,003561035;0,012023969;-0,000369967
8-2-1;1;0;7.83% - 7.85% - 7.90%;3;16;1;0,725439375;0,72344723;0,712588369;0,257767055;0,264367318;0,262202656;0,190234577;0,199151263;0,175240938;0,068713136;0,070360408;0,069548109;Model 1;Fed;0,001992145;-0,006600263;0;-0,001647272
8-2-1;1;0;7.83% - 7.85% - 7.90%;3;16;2;0,716173959;0,714121277;0,706485107;0,265934413;0,262736008;0,268648349;0,188473426;0,180771253;0,166196873;0,070460901;0,069223209;0,07063496;Model 2;Fed;0,002052681;0;0,007702173;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;3;16;3;0,721354622;0,715301266;0,707313851;0,264412775;0,269736406;0,266139512;0,195932721;0,177610894;0,168127613;0,070573188;0,071606284;0,07022401;Model 3;Fed;0,006053357;-0,005323631;0,018321827;-0,001033096
8-2-1;1;0;7.83% - 7.85% - 7.90%;1;1024;1;0,722239887;0,71859118;0,716192713;0,250628967;0,256544649;0,252458121;0,190468954;0,19564364;0,184101996;0,068025094;0,069767975;0,068534194;Model 1;Fed;0,003648706;-0,005915682;0;-0,001742881
8-2-1;1;0;7.83% - 7.85% - 7.90%;1;1024;2;0,717835641;0,728638793;0,712881586;0,255194848;0,247528511;0,254340379;0,18901564;0,197420065;0,180873517;0,069392791;0,067333921;0,068788896;Model 2;Fed;0;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;1;1024;3;0,721280119;0,727267733;0,712822738;0,256140418;0,253328982;0,253838052;0,194570775;0,197004617;0,180780393;0,069871116;0,069311448;0,068811531;Model 3;Fed;0;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;1;512;1;0,746967036;0,742690695;0,742325042;0,244091277;0,249833206;0,245806226;0,213572897;0,220659469;0,205809627;0,066624189;0,06828676;0,06717658;Model 1;Fed;0,004276341;-0,00574193;0;-0,001662571
8-2-1;1;0;7.83% - 7.85% - 7.90%;1;512;2;0,743291177;0,757002748;0,740141117;0,247888396;0,24028396;0,246105645;0,217308038;0,224649292;0,207094352;0,067710175;0,065724579;0,06716123;Model 2;Fed;0;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;1;512;3;0,748323864;0,751705523;0,740453288;0,248692734;0,246294002;0,246146896;0,221497143;0,229645392;0,20700796;0,06827134;0,067572343;0,067180633;Model 3;Fed;0;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;1;256;1;0,757022426;0,751905885;0,750342681;0,240828055;0,246754874;0,24295803;0,2254642;0,233707302;0,216419547;0,06595424;0,067598617;0,06654622;Model 1;Fed;0,005116542;-0,005926819;0;-0,001644378
8-2-1;1;0;7.83% - 7.85% - 7.90%;1;256;2;0,750998394;0,764625017;0,747689182;0,245151595;0,237361509;0,243445275;0,228595648;0,236776484;0,217280478;0,067054207;0,065076048;0,066537349;Model 2;Fed;0;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;1;256;3;0,758390026;0,758712874;0,748615581;0,245441174;0,243254483;0,243186084;0,231312694;0,244667689;0,217535848;0,067638094;0,066843145;0,066531939;Model 3;Fed;0;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;1;128;1;0,761327175;0,756011709;0,755974879;0,239266029;0,245562631;0,241411839;0,234286203;0,242047872;0,223932369;0,065535549;0,067245495;0,066183193;Model 1;Fed;0,005315466;-0,006296602;0;-0,001709946
8-2-1;1;0;7.83% - 7.85% - 7.90%;1;128;2;0,754625812;0,765149401;0,750865985;0,244832426;0,237055145;0,243016964;0,234592801;0,248417392;0,222906812;0,066786974;0,064651933;0,066282115;Model 2;Fed;0;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;1;128;3;0,76257038;0,751951419;0,75255561;0,24415057;0,244713025;0,242025127;0,237044945;0,243054141;0,223410198;0,067317968;0,066985406;0,066248854;Model 3;Fed;0,010618961;-0,000562455;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;1;64;1;0,758452535;0,752828004;0,752866106;0,240515339;0,246527356;0,242806669;0,234784725;0,241111176;0,226946027;0,065770139;0,067497692;0,066350744;Model 1;Fed;0,00562453;-0,006012017;0;-0,001727553
8-2-1;1;0;7.83% - 7.85% - 7.90%;1;64;2;0,754915571;0,775550054;0,75033477;0,244746321;0,235107603;0,243424891;0,232535278;0,248576544;0,225263687;0,067076884;0,064439726;0,066457502;Model 2;Fed;0;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;1;64;3;0,75821112;0,75450116;0,750868529;0,246108961;0,245119152;0,242684337;0,231233045;0,243176206;0,225281959;0,067766711;0,067186999;0,066466214;Model 3;Fed;0,00370996;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;1;32;1;0,744782927;0,740710229;0,735775161;0,245926909;0,25205821;0,248079045;0,219528455;0,224120849;0,209633817;0,066571982;0,068371456;0,067266523;Model 1;Fed;0,004072698;-0,006131301;0;-0,001799474
8-2-1;1;0;7.83% - 7.85% - 7.90%;1;32;2;0,738757587;0,75973872;0,731295263;0,250535036;0,239701376;0,249529778;0,218462724;0,231069998;0,207312651;0,067865293;0,065400692;0,067438475;Model 2;Fed;0;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;1;32;3;0,747980788;0,746249256;0,731988131;0,251165575;0,248870769;0,24907272;0,219959089;0,229908295;0,207327341;0,068583347;0,067742992;0,067447089;Model 3;Fed;0,001731531;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;1;16;1;0,738840003;0,735936548;0,727350518;0,255918311;0,262327794;0,259371814;0,211374468;0,218439911;0,20079129;0,068075576;0,069680905;0,068884254;Model 1;Fed;0,002903456;-0,006409483;0;-0,00160533
8-2-1;1;0;7.83% - 7.85% - 7.90%;1;16;2;0,733646334;0,752549871;0,723754116;0,261244888;0,24909877;0,261043802;0,209125094;0,224376405;0,198883947;0,069418786;0,066775185;0,069099044;Model 2;Fed;0;0;0;0
8-2-1;1;0;7.83% - 7.85% - 7.90%;1;16;3;0,743055219;0,741126322;0,724186124;0,260896909;0,258440632;0,260479706;0,214685509;0,218604556;0,198709385;0,070020222;0,069164846;0,069157991;Model 3;Fed;0,001928897;0;0;0
8-2-1;0;1;1.9% - 15% - 30%;10;1024;1;0,760717298;0,747191304;0,747142332;0,084151727;0,089418667;0,293349679;0,069545236;0,063650912;0,213597889;0,017885364;0,019035413;0,071873332;Model 1;NonFed;0,013525994;-0,005266939;0,005894323;-0,001150048
8-2-1;0;1;1.9% - 15% - 30%;10;1024;2;0,738825848;0,735757452;0,732587004;0,373742293;0,37957648;0,271647244;0,341997404;0,354523014;0,196951729;0,113574702;0,115295871;0,074808488;Model 2;NonFed;0,003068396;-0,005834188;0;-0,001721169
8-2-1;0;1;1.9% - 15% - 30%;10;1024;3;0,735499821;0,742469525;0,73319841;0,53487143;0,540809514;0,383092535;0,532017386;0,563058722;0,194362713;0,177957259;0,180388977;0,115008195;Model 3;NonFed;0;-0,005938084;0;-0,002431718
8-2-1;0;1;1.9% - 15% - 30%;10;512;1;0,767810967;0,753502475;0,752411018;0,083466341;0,088743524;0,295552925;0,075236881;0,068501864;0,222770464;0,017805425;0,018931571;0,072112464;Model 1;NonFed;0,014308492;-0,005277184;0,006735017;-0,001126146
8-2-1;0;1;1.9% - 15% - 30%;10;512;2;0,756863933;0,750183033;0,747373505;0,364948467;0,37197151;0,265656473;0,368588204;0,378566505;0,214980926;0,110926425;0,113010641;0,07335746;Model 2;NonFed;0,0066809;-0,007023043;0;-0,002084215
8-2-1;0;1;1.9% - 15% - 30%;10;512;3;0,753693769;0,76091775;0,750909787;0,520015598;0,526598563;0,372238844;0,558105059;0,588393747;0,213755829;0,172612926;0,174835299;0,11119172;Model 3;NonFed;0;-0,006582965;0;-0,002222373
8-2-1;0;1;1.9% - 15% - 30%;10;256;1;0,769569586;0,755792752;0,755101185;0,083322699;0,088613417;0,296683261;0,077243335;0,07081916;0,227070753;0,017784767;0,018907354;0,072042303;Model 1;NonFed;0,013776835;-0,005290718;0,006424175;-0,001122587
8-2-1;0;1;1.9% - 15% - 30%;10;256;2;0,767536003;0,759175068;0,75639302;0,359388559;0,366923647;0,262194274;0,385765446;0,394931139;0,224405389;0,109261926;0,11146955;0,072630357;Model 2;NonFed;0,008360935;-0,007535088;0;-0,002207624
8-2-1;0;1;1.9% - 15% - 30%;10;256;3;0,764643537;0,770466816;0,761003706;0,511069068;0,518907443;0,364298109;0,574827427;0,601790134;0,225009996;0,169375449;0,171875298;0,108295082;Model 3;NonFed;0;-0,007838375;0;-0,002499849
8-2-1;0;1;1.9% - 15% - 30%;10;128;1;0,769397643;0,752467379;0,753222607;0,083603137;0,089196688;0,302345683;0,074976843;0,070075181;0,224393079;0,017814213;0,018941458;0,072285602;Model 1;NonFed;0,016930264;-0,005593551;0,004901663;-0,001127246
8-2-1;0;1;1.9% - 15% - 30%;10;128;2;0,773508251;0,765192859;0,761153478;0,356242903;0,363777611;0,260740752;0,395352495;0,405441368;0,228909612;0,10831063;0,110455798;0,072425592;Model 2;NonFed;0,008315392;-0,007534708;0;-0,002145168
8-2-1;0;1;1.9% - 15% - 30%;10;128;3;0,770313999;0,77432451;0,764686565;0,506400316;0,515917284;0,357219426;0,583640432;0,607116768;0,2296195;0,167691373;0,170811559;0,105813171;Model 3;NonFed;0;-0,009516969;0;-0,003120186
8-2-1;0;1;1.9% - 15% - 30%;10;64;1;0,759009451;0,741987916;0,740257697;0,085030243;0,090930374;0,304993622;0,068531731;0,064741742;0,213048551;0,018025354;0,019216638;0,072048756;Model 1;NonFed;0,017021535;-0,00590013;0,003789989;-0,001191284
8-2-1;0;1;1.9% - 15% - 30%;10;64;2;0,776416026;0,768252309;0,763254823;0,354822471;0,362390149;0,26099512;0,399849908;0,410092309;0,230513179;0,10788141;0,110001187;0,072750076;Model 2;NonFed;0,008163717;-0,007567679;0;-0,002119777
8-2-1;0;1;1.9% - 15% - 30%;10;64;3;0,772996957;0,775755416;0,765418397;0,504314397;0,515363241;0,349624028;0,588481789;0,609382533;0,230835987;0,166925634;0,17064129;0,103015817;Model 3;NonFed;0;-0,011048844;0;-0,003715657
8-2-1;0;1;1.9% - 15% - 30%;10;32;1;0,753732256;0,734483962;0,734508082;0,087998143;0,094655487;0,299592917;0,064546779;0,05957814;0,206306178;0,018905037;0,020207016;0,070877911;Model 1;NonFed;0,019248294;-0,006657344;0,004968639;-0,001301979
8-2-1;0;1;1.9% - 15% - 30%;10;32;2;0,776674646;0,768521378;0,763028582;0,354921989;0,363085812;0,262769592;0,400312882;0,408250347;0,227282253;0,107908829;0,110134066;0,073474381;Model 2;NonFed;0,008153269;-0,008163823;0;-0,002225237
8-2-1;0;1;1.9% - 15% - 30%;10;32;3;0,773116315;0,774621098;0,763829344;0,504411566;0,517104361;0,344104803;0,590071222;0,608445515;0,228709764;0,166918592;0,171314042;0,10100755;Model 3;NonFed;0;-0,012692796;0;-0,00439545
8-2-1;0;1;1.9% - 15% - 30%;10;16;1;0,739177887;0,716397676;0,720091607;0,089962996;0,097240081;0,324479184;0,060982297;0,055123083;0,195001774;0,018562743;0,019701296;0,071955327;Model 1;NonFed;0,022780211;-0,007277085;0,005859214;-0,001138553
8-2-1;0;1;1.9% - 15% - 30%;10;16;2;0,772241404;0,764225268;0,757562319;0,357782508;0,367007196;0,266317582;0,392437695;0,39485974;0,21417778;0,108733962;0,111209191;0,074850327;Model 2;NonFed;0,008016136;-0,009224688;0;-0,002475229
8-2-1;0;1;1.9% - 15% - 30%;10;16;3;0,769871233;0,769767258;0,757635561;0,50721194;0,522337975;0,34242918;0,58727967;0,600199845;0,223153636;0,16784393;0,173130217;0,100611035;Model 3;NonFed;0,000103975;-0,015126035;0;-0,005286287
8-2-1;0;1;1.9% - 15% - 30%;5;1024;1;0,745164261;0,734702271;0,734858471;0,085482406;0,090706648;0,299737248;0,061162526;0,057048334;0,197330241;0,017995628;0,019159233;0,072312759;Model 1;NonFed;0,010461991;-0,005224242;0,004114192;-0,001163605
8-2-1;0;1;1.9% - 15% - 30%;5;1024;2;0,711679274;0,712651994;0,709172637;0,386017365;0,390387274;0,28191348;0,30515362;0,319369047;0,175268502;0,117283354;0,118581412;0,07711687;Model 2;NonFed;0;-0,004369909;0;-0,001298059
8-2-1;0;1;1.9% - 15% - 30%;5;1024;3;0,709787246;0,715014765;0,707692718;0,5536852;0,56023187;0,400196899;0,49584767;0,525894248;0,17116891;0,18512178;0,188168983;0,120811661;Model 3;NonFed;0;-0,00654667;0;-0,003047203
8-2-1;0;1;1.9% - 15% - 30%;5;512;1;0,758142566;0,744692804;0,743845909;0,084367009;0,089670472;0,299375044;0,0692416;0,062449042;0,211143454;0,017881973;0,019024528;0,072349132;Model 1;NonFed;0,013449762;-0,005303463;0,006792559;-0,001142554
8-2-1;0;1;1.9% - 15% - 30%;5;512;2;0,738933682;0,735906106;0,732711928;0,373745355;0,379528333;0,271990891;0,342092802;0,354708414;0,197259681;0,113589268;0,115291872;0,074959518;Model 2;NonFed;0,003027576;-0,005782978;0;-0,001702605
8-2-1;0;1;1.9% - 15% - 30%;5;512;3;0,735534983;0,74250578;0,733251147;0,534943517;0,540755321;0,383330969;0,53200646;0,563086463;0,194513042;0,17794999;0,180367434;0,115062363;Model 3;NonFed;0;-0,005811803;0;-0,002417444
8-2-1;0;1;1.9% - 15% - 30%;5;256;1;0,768528919;0,751301696;0,74869571;0,083542559;0,088932109;0,29399792;0,074161476;0,067041315;0,220856346;0,017823931;0,018957156;0,071927614;Model 1;NonFed;0,017227223;-0,005389549;0,007120162;-0,001133225
8-2-1;0;1;1.9% - 15% - 30%;5;256;2;0,757081654;0,750291637;0,74762112;0,364891523;0,371889502;0,266429419;0,368862589;0,379010656;0,215544206;0,110922083;0,112997452;0,073659412;Model 2;NonFed;0,006790017;-0,006997979;0;-0,00207537
8-2-1;0;1;1.9% - 15% - 30%;5;256;3;0,753683072;0,76089089;0,75091987;0,52006362;0,526463616;0,374294628;0,557906832;0,588465142;0,213547457;0,172630274;0,174785498;0,11193958;Model 3;NonFed;0;-0,006399996;0;-0,002155224
8-2-1;0;1;1.9% - 15% - 30%;5;128;1;0,77448598;0,755378455;0,753578239;0,083786271;0,089053661;0,281300989;0,075597928;0,070425803;0,223228729;0,017926649;0,019051241;0,070582526;Model 1;NonFed;0,019107526;-0,00526739;0,005172124;-0,001124592
8-2-1;0;1;1.9% - 15% - 30%;5;128;2;0,767528416;0,758701513;0,756498214;0,359436112;0,367136096;0,263410925;0,385959877;0,394596053;0,225321328;0,10928116;0,111544219;0,073056417;Model 2;NonFed;0,008826903;-0,007699984;0;-0,002263059
8-2-1;0;1;1.9% - 15% - 30%;5;128;3;0,764542709;0,77025845;0,761015525;0,511186454;0,518756354;0,368902764;0,574612579;0,601546565;0,224415525;0,169393684;0,171818138;0,109954384;Model 3;NonFed;0;-0,0075699;0;-0,002424453
8-2-1;0;1;1.9% - 15% - 30%;5;64;1;0,772933442;0,754431171;0,75451441;0,084036781;0,089359393;0,284841303;0,073968604;0,070325473;0,221542329;0,018007307;0,019120326;0,070625272;Model 1;NonFed;0,018502272;-0,005322612;0,003643132;-0,001113019
8-2-1;0;1;1.9% - 15% - 30%;5;64;2;0,773417184;0,763910618;0,761604192;0,356457041;0,364541935;0,262794672;0,395288441;0,403390037;0,230459805;0,108403339;0,110715446;0,073055923;Model 2;NonFed;0,009506566;-0,008084894;0;-0,002312107
8-2-1;0;1;1.9% - 15% - 30%;5;64;3;0,769813042;0,773395316;0,764385717;0,506734539;0,516041699;0,364863635;0,583390836;0,606397266;0,228191137;0,167769426;0,170823927;0,108580549;Model 3;NonFed;0;-0,00930716;0;-0,003054501
8-2-1;0;1;1.9% - 15% - 30%;5;32;1;0,757640535;0,746804175;0,741703647;0,08738444;0,09264304;0,29256192;0,063987815;0,064303223;0,204805756;0,018782555;0,019889223;0,070802597;Model 1;NonFed;0,01083636;-0,0052586;0;-0,001106667
